,first_artist_id,second_artist_id
97,4ksdbwHbqSmv7sWP3W6L21,6KlY7jizsLWQcXR1F2Sn9j
98,4ksdbwHbqSmv7sWP3W6L21,7LsIj2cflfPqS8px4dduGG
99,2FmgW6Jee0JQKtb6EnBWCq,5hnFqGY2kc233cXstqrGev
100,2FmgW6Jee0JQKtb6EnBWCq,4LBa6kTLaQHiONCfTfTaXV
101,2FmgW6Jee0JQKtb6EnBWCq,52I8HbScEEvgwiiSDaM7gP
102,2FmgW6Jee0JQKtb6EnBWCq,4ksdbwHbqSmv7sWP3W6L21
103,2FmgW6Jee0JQKtb6EnBWCq,7fMJN4fdEwmFWd8uz5pnKx
104,2FmgW6Jee0JQKtb6EnBWCq,7MXzeG7zoG8pKpqKCOqcZL
105,2FmgW6Jee0JQKtb6EnBWCq,3GAHYVHU0HppTq2qgzejcv
106,2FmgW6Jee0JQKtb6EnBWCq,6GebWeCCtey5pbQepRYD6c
107,2FmgW6Jee0JQKtb6EnBWCq,6Xhhpra0X0hpvC3yZaQ0Du
108,6J6UF3GqOLdt6f4gfazSzf,6KlY7jizsLWQcXR1F2Sn9j
109,6J6UF3GqOLdt6f4gfazSzf,7MXzeG7zoG8pKpqKCOqcZL
110,6J6UF3GqOLdt6f4gfazSzf,7tEAlsvmuaVnKQyswnonem
111,6J6UF3GqOLdt6f4gfazSzf,7IFPeV5Ew63S7Hid0AjNgK
112,1Od0hPnXSqA9pipLqNXJ7e,4ksdbwHbqSmv7sWP3W6L21
113,1Od0hPnXSqA9pipLqNXJ7e,7MXzeG7zoG8pKpqKCOqcZL
114,1Od0hPnXSqA9pipLqNXJ7e,4MciZ3SoIaHGhBecweONHp
115,1Od0hPnXSqA9pipLqNXJ7e,52I8HbScEEvgwiiSDaM7gP
116,1Od0hPnXSqA9pipLqNXJ7e,7GVB7uYTgkeYtLJxYMYYDp
117,1Od0hPnXSqA9pipLqNXJ7e,60kSCaBM5uMKg7ZnrBH5br
118,1Od0hPnXSqA9pipLqNXJ7e,6Xhhpra0X0hpvC3yZaQ0Du
119,1Od0hPnXSqA9pipLqNXJ7e,6GebWeCCtey5pbQepRYD6c
120,1Od0hPnXSqA9pipLqNXJ7e,4j1Br3T2yrQIWd7LUip8t4
121,1Od0hPnXSqA9pipLqNXJ7e,6KlY7jizsLWQcXR1F2Sn9j
122,1Od0hPnXSqA9pipLqNXJ7e,1rpLzYzfrueWdkpcIunZQl
123,1Od0hPnXSqA9pipLqNXJ7e,4by5ENA6ZMNCQkOX3RIh0G
124,1Od0hPnXSqA9pipLqNXJ7e,3GAHYVHU0HppTq2qgzejcv
125,1Od0hPnXSqA9pipLqNXJ7e,7tEAlsvmuaVnKQyswnonem
126,1va2Hj3SvWvu3L6jAN6k01,4N5dAfqsjUgmluwrFoeuOb
127,1va2Hj3SvWvu3L6jAN6k01,2Bg6vhG3aY7ixxqEGZeos6
128,1va2Hj3SvWvu3L6jAN6k01,5WVDwdJ6jhLHQ2PuRQz7Yc
129,1va2Hj3SvWvu3L6jAN6k01,7GVB7uYTgkeYtLJxYMYYDp
130,1va2Hj3SvWvu3L6jAN6k01,4MciZ3SoIaHGhBecweONHp
131,1va2Hj3SvWvu3L6jAN6k01,7ikySCCJo3shAEZsoKEtVK
132,1va2Hj3SvWvu3L6jAN6k01,79QnAdpXGrzcsIOFtW3gR4
133,5gfLje7A2I9mMRVfuiphnh,6dzkjHwlCSs5uy93DoiZ1s
134,5gfLje7A2I9mMRVfuiphnh,6ilunSmiKHt6sXusLweMWI
135,2iRqqPkOyIvvb7qFZN1Onz,3GAHYVHU0HppTq2qgzejcv
136,2iRqqPkOyIvvb7qFZN1Onz,4LBa6kTLaQHiONCfTfTaXV
137,2iRqqPkOyIvvb7qFZN1Onz,6Xhhpra0X0hpvC3yZaQ0Du
138,2iRqqPkOyIvvb7qFZN1Onz,5hnFqGY2kc233cXstqrGev
139,2iRqqPkOyIvvb7qFZN1Onz,4Kr8tEhZ6ecAQnqxd7WkTb
140,2iRqqPkOyIvvb7qFZN1Onz,5cPNMq5lKAoAKyv5kdpz9s
141,2iRqqPkOyIvvb7qFZN1Onz,7fMJN4fdEwmFWd8uz5pnKx
142,2iRqqPkOyIvvb7qFZN1Onz,4ksdbwHbqSmv7sWP3W6L21
143,27Z5l2Kfy1IaYZMg5INWqO,4LBa6kTLaQHiONCfTfTaXV
144,27Z5l2Kfy1IaYZMg5INWqO,7fMJN4fdEwmFWd8uz5pnKx
145,27Z5l2Kfy1IaYZMg5INWqO,6qJ61DomA73g7jQEKESw9Z
146,27Z5l2Kfy1IaYZMg5INWqO,5cPNMq5lKAoAKyv5kdpz9s
147,27Z5l2Kfy1IaYZMg5INWqO,3GAHYVHU0HppTq2qgzejcv
148,27Z5l2Kfy1IaYZMg5INWqO,6Xhhpra0X0hpvC3yZaQ0Du
149,27Z5l2Kfy1IaYZMg5INWqO,4Kr8tEhZ6ecAQnqxd7WkTb
150,27Z5l2Kfy1IaYZMg5INWqO,52I8HbScEEvgwiiSDaM7gP
151,0emNN1sdeedFWTl0dY9FHw,1xMkzNWui7gg9TrYMto6VN
152,0emNN1sdeedFWTl0dY9FHw,7lZh2XFOqO7ePMGacEIp13
153,0emNN1sdeedFWTl0dY9FHw,4Xrfj658V9oL5xwi7oM70C
154,0emNN1sdeedFWTl0dY9FHw,5KENAwkg6GClWnY28tokF8
155,0emNN1sdeedFWTl0dY9FHw,688kfDW4561PQyZkJCoGmi
156,0emNN1sdeedFWTl0dY9FHw,0nvvhGGaXFDeqaYRd3BdHR
157,0emNN1sdeedFWTl0dY9FHw,6ilunSmiKHt6sXusLweMWI
158,7lZh2XFOqO7ePMGacEIp13,7nB6UUQKYuec06ewKuLcPH
159,08M432cp5R6XCNXKMkidXB,0emNN1sdeedFWTl0dY9FHw
160,08M432cp5R6XCNXKMkidXB,7lZh2XFOqO7ePMGacEIp13
161,4Mtu6SsfyJ5yxKeyzpeWSw,4WBnZbV6k0m7JUs7TPjY2N
162,4Mtu6SsfyJ5yxKeyzpeWSw,4N5dAfqsjUgmluwrFoeuOb
163,4Mtu6SsfyJ5yxKeyzpeWSw,5QG0fGAvCl1iKbBonxZNSB
164,4Mtu6SsfyJ5yxKeyzpeWSw,7lZh2XFOqO7ePMGacEIp13
165,4Mtu6SsfyJ5yxKeyzpeWSw,6e68sik2CrpAAsu6e2IKTS
166,1xMkzNWui7gg9TrYMto6VN,4Xrfj658V9oL5xwi7oM70C
167,1xMkzNWui7gg9TrYMto6VN,7lZh2XFOqO7ePMGacEIp13
168,1xMkzNWui7gg9TrYMto6VN,688kfDW4561PQyZkJCoGmi
169,1xMkzNWui7gg9TrYMto6VN,4IQIMZPSBfizEPPGdCmsXV
170,1xMkzNWui7gg9TrYMto6VN,5f9KP2lluFnPK2IbvM3mx3
171,1xMkzNWui7gg9TrYMto6VN,6ilunSmiKHt6sXusLweMWI
172,4IQIMZPSBfizEPPGdCmsXV,5gfLje7A2I9mMRVfuiphnh
173,4IQIMZPSBfizEPPGdCmsXV,688kfDW4561PQyZkJCoGmi
174,4IQIMZPSBfizEPPGdCmsXV,6ilunSmiKHt6sXusLweMWI
175,4IQIMZPSBfizEPPGdCmsXV,4Xrfj658V9oL5xwi7oM70C
176,4IQIMZPSBfizEPPGdCmsXV,5f9KP2lluFnPK2IbvM3mx3
177,4IQIMZPSBfizEPPGdCmsXV,6dzkjHwlCSs5uy93DoiZ1s
178,4IQIMZPSBfizEPPGdCmsXV,79QnAdpXGrzcsIOFtW3gR4
179,4IQIMZPSBfizEPPGdCmsXV,7lZh2XFOqO7ePMGacEIp13
180,5f9KP2lluFnPK2IbvM3mx3,688kfDW4561PQyZkJCoGmi
181,5f9KP2lluFnPK2IbvM3mx3,6ilunSmiKHt6sXusLweMWI
182,5f9KP2lluFnPK2IbvM3mx3,5gfLje7A2I9mMRVfuiphnh
183,2FpmZwomIGHEVAICcfIg5T,3vH8Rv37KXuUZzSHICjTnm
184,2FpmZwomIGHEVAICcfIg5T,3OhUveXjN6gDbNt7ygN8z6
185,2FpmZwomIGHEVAICcfIg5T,4by5ENA6ZMNCQkOX3RIh0G
186,2FpmZwomIGHEVAICcfIg5T,6e68sik2CrpAAsu6e2IKTS
187,2FpmZwomIGHEVAICcfIg5T,5zXPv1332E2IWXvjotBr09
188,2FpmZwomIGHEVAICcfIg5T,3I15MHvYprvenj5oR3WHWM
189,2FpmZwomIGHEVAICcfIg5T,5ADZt1NEbf0ImRvacK9kDl
190,2FpmZwomIGHEVAICcfIg5T,5KENAwkg6GClWnY28tokF8
191,2FpmZwomIGHEVAICcfIg5T,5AtGLnu8GxRajsCHRxGdOh
192,1Wt63OMKtv6v2ivHuQLm2C,1rpLzYzfrueWdkpcIunZQl
193,1Wt63OMKtv6v2ivHuQLm2C,4LBa6kTLaQHiONCfTfTaXV
194,1Wt63OMKtv6v2ivHuQLm2C,52I8HbScEEvgwiiSDaM7gP
195,1Wt63OMKtv6v2ivHuQLm2C,7IFPeV5Ew63S7Hid0AjNgK
196,1Wt63OMKtv6v2ivHuQLm2C,27Z5l2Kfy1IaYZMg5INWqO
197,1Wt63OMKtv6v2ivHuQLm2C,5cPNMq5lKAoAKyv5kdpz9s
198,1Wt63OMKtv6v2ivHuQLm2C,7fMJN4fdEwmFWd8uz5pnKx
199,1Wt63OMKtv6v2ivHuQLm2C,6qJ61DomA73g7jQEKESw9Z
200,1Wt63OMKtv6v2ivHuQLm2C,6Xhhpra0X0hpvC3yZaQ0Du
201,1Wt63OMKtv6v2ivHuQLm2C,4ksdbwHbqSmv7sWP3W6L21
202,1Wt63OMKtv6v2ivHuQLm2C,6L7a6wPGpvLtTwOsMLnF1z
203,6UOk7DmvqlzWmo6gjhZvn6,7IFPeV5Ew63S7Hid0AjNgK
204,6UOk7DmvqlzWmo6gjhZvn6,7IeovKzVkfcG9mIJGNzTcT
205,6UOk7DmvqlzWmo6gjhZvn6,6qJ61DomA73g7jQEKESw9Z
206,6UOk7DmvqlzWmo6gjhZvn6,7fMJN4fdEwmFWd8uz5pnKx
207,1naX4fxuRaDFlj9tGfIUZk,5akubyqg9eYtnCtDEeJz2s
208,1naX4fxuRaDFlj9tGfIUZk,7MXzeG7zoG8pKpqKCOqcZL
209,1naX4fxuRaDFlj9tGfIUZk,5hnFqGY2kc233cXstqrGev
210,1naX4fxuRaDFlj9tGfIUZk,4N5dAfqsjUgmluwrFoeuOb
211,1naX4fxuRaDFlj9tGfIUZk,52I8HbScEEvgwiiSDaM7gP
212,1naX4fxuRaDFlj9tGfIUZk,4MciZ3SoIaHGhBecweONHp
213,1naX4fxuRaDFlj9tGfIUZk,4ksdbwHbqSmv7sWP3W6L21
214,1naX4fxuRaDFlj9tGfIUZk,7GVB7uYTgkeYtLJxYMYYDp
215,1naX4fxuRaDFlj9tGfIUZk,6KlY7jizsLWQcXR1F2Sn9j
216,1naX4fxuRaDFlj9tGfIUZk,4by5ENA6ZMNCQkOX3RIh0G
217,5akubyqg9eYtnCtDEeJz2s,5hnFqGY2kc233cXstqrGev
218,5akubyqg9eYtnCtDEeJz2s,5zXPv1332E2IWXvjotBr09
219,5akubyqg9eYtnCtDEeJz2s,5ezp2WTBB8rewVCdTKGO1F
220,5akubyqg9eYtnCtDEeJz2s,7ikySCCJo3shAEZsoKEtVK
221,1rpLzYzfrueWdkpcIunZQl,4ksdbwHbqSmv7sWP3W6L21
222,1rpLzYzfrueWdkpcIunZQl,3GAHYVHU0HppTq2qgzejcv
223,1rpLzYzfrueWdkpcIunZQl,7MXzeG7zoG8pKpqKCOqcZL
224,1rpLzYzfrueWdkpcIunZQl,52I8HbScEEvgwiiSDaM7gP
225,1rpLzYzfrueWdkpcIunZQl,7IFPeV5Ew63S7Hid0AjNgK
226,1rpLzYzfrueWdkpcIunZQl,6Xhhpra0X0hpvC3yZaQ0Du
227,1rpLzYzfrueWdkpcIunZQl,4by5ENA6ZMNCQkOX3RIh0G
228,1rpLzYzfrueWdkpcIunZQl,6KlY7jizsLWQcXR1F2Sn9j
229,1rpLzYzfrueWdkpcIunZQl,77faXTf6wXs3L2CVol0c8C
230,1rpLzYzfrueWdkpcIunZQl,7E6DrjKJieOdJKO8mbwCMO
231,1rpLzYzfrueWdkpcIunZQl,60kSCaBM5uMKg7ZnrBH5br
232,1rpLzYzfrueWdkpcIunZQl,4FApejrnKXgmvrVmBMRO2l
233,1rpLzYzfrueWdkpcIunZQl,5cPNMq5lKAoAKyv5kdpz9s
234,5AVdeI8lS5HS9VGV8AUyS4,6Czf2AVSww2aOhW4M6QNHT
235,5AVdeI8lS5HS9VGV8AUyS4,7tEAlsvmuaVnKQyswnonem
236,5AVdeI8lS5HS9VGV8AUyS4,5WVDwdJ6jhLHQ2PuRQz7Yc
237,5AVdeI8lS5HS9VGV8AUyS4,5ezp2WTBB8rewVCdTKGO1F
238,5AVdeI8lS5HS9VGV8AUyS4,7wbCwmaAe2U6NoBrWBfeTz
239,4by5ENA6ZMNCQkOX3RIh0G,5ezp2WTBB8rewVCdTKGO1F
240,4by5ENA6ZMNCQkOX3RIh0G,60kSCaBM5uMKg7ZnrBH5br
241,4by5ENA6ZMNCQkOX3RIh0G,5AVdeI8lS5HS9VGV8AUyS4
242,4by5ENA6ZMNCQkOX3RIh0G,7GVB7uYTgkeYtLJxYMYYDp
243,4by5ENA6ZMNCQkOX3RIh0G,7tEAlsvmuaVnKQyswnonem
244,4by5ENA6ZMNCQkOX3RIh0G,6dzkjHwlCSs5uy93DoiZ1s
245,4by5ENA6ZMNCQkOX3RIh0G,5WVDwdJ6jhLHQ2PuRQz7Yc
246,4N5dAfqsjUgmluwrFoeuOb,5WVDwdJ6jhLHQ2PuRQz7Yc
247,2Bg6vhG3aY7ixxqEGZeos6,4N5dAfqsjUgmluwrFoeuOb
248,2Bg6vhG3aY7ixxqEGZeos6,5WVDwdJ6jhLHQ2PuRQz7Yc
249,2Bg6vhG3aY7ixxqEGZeos6,4WBnZbV6k0m7JUs7TPjY2N
250,0BtiMLqwAvO3yHcPh5BWCS,5AVdeI8lS5HS9VGV8AUyS4
251,0BtiMLqwAvO3yHcPh5BWCS,450u38hSRh0Q2UyghEbjpS
252,0BtiMLqwAvO3yHcPh5BWCS,7tEAlsvmuaVnKQyswnonem
253,0BtiMLqwAvO3yHcPh5BWCS,0MwTAzU4fDGGfrUAHzYwRJ
254,0BtiMLqwAvO3yHcPh5BWCS,3OhUveXjN6gDbNt7ygN8z6
255,0BtiMLqwAvO3yHcPh5BWCS,4MciZ3SoIaHGhBecweONHp
256,0BtiMLqwAvO3yHcPh5BWCS,4WBnZbV6k0m7JUs7TPjY2N
257,0BtiMLqwAvO3yHcPh5BWCS,79QnAdpXGrzcsIOFtW3gR4
258,0BtiMLqwAvO3yHcPh5BWCS,4N5dAfqsjUgmluwrFoeuOb
259,0BtiMLqwAvO3yHcPh5BWCS,7GVB7uYTgkeYtLJxYMYYDp
260,0BtiMLqwAvO3yHcPh5BWCS,5WVDwdJ6jhLHQ2PuRQz7Yc
261,0BtiMLqwAvO3yHcPh5BWCS,4by5ENA6ZMNCQkOX3RIh0G
262,0BtiMLqwAvO3yHcPh5BWCS,7FTQICqfx93tZdwZJb3wt2
263,0BtiMLqwAvO3yHcPh5BWCS,6KlY7jizsLWQcXR1F2Sn9j
264,18pYFSeMi7sOL6nGMICHtS,4LBa6kTLaQHiONCfTfTaXV
265,18pYFSeMi7sOL6nGMICHtS,1Uk4IDpF1OIuTzANugS5JC
266,18pYFSeMi7sOL6nGMICHtS,1QsT3VKbdtjMxXoy9myb2X
267,18pYFSeMi7sOL6nGMICHtS,3GAHYVHU0HppTq2qgzejcv
268,18pYFSeMi7sOL6nGMICHtS,5cPNMq5lKAoAKyv5kdpz9s
269,18pYFSeMi7sOL6nGMICHtS,52I8HbScEEvgwiiSDaM7gP
270,18pYFSeMi7sOL6nGMICHtS,6Xhhpra0X0hpvC3yZaQ0Du
271,18pYFSeMi7sOL6nGMICHtS,4Kr8tEhZ6ecAQnqxd7WkTb
272,18pYFSeMi7sOL6nGMICHtS,7fMJN4fdEwmFWd8uz5pnKx
273,18pYFSeMi7sOL6nGMICHtS,1Od0hPnXSqA9pipLqNXJ7e
274,18pYFSeMi7sOL6nGMICHtS,6qJ61DomA73g7jQEKESw9Z
275,18pYFSeMi7sOL6nGMICHtS,4ksdbwHbqSmv7sWP3W6L21
276,18pYFSeMi7sOL6nGMICHtS,27Z5l2Kfy1IaYZMg5INWqO
277,18pYFSeMi7sOL6nGMICHtS,6GebWeCCtey5pbQepRYD6c
278,1BpCQRsYuiRg1TXKR2SQe1,7MXzeG7zoG8pKpqKCOqcZL
279,1BpCQRsYuiRg1TXKR2SQe1,6GebWeCCtey5pbQepRYD6c
280,1BpCQRsYuiRg1TXKR2SQe1,7tEAlsvmuaVnKQyswnonem
281,1BpCQRsYuiRg1TXKR2SQe1,52I8HbScEEvgwiiSDaM7gP
282,1BpCQRsYuiRg1TXKR2SQe1,5AVdeI8lS5HS9VGV8AUyS4
283,1BpCQRsYuiRg1TXKR2SQe1,303olBIixVXirStn7yhOZX
284,1BpCQRsYuiRg1TXKR2SQe1,4ksdbwHbqSmv7sWP3W6L21
285,1BpCQRsYuiRg1TXKR2SQe1,7ikySCCJo3shAEZsoKEtVK
286,1BpCQRsYuiRg1TXKR2SQe1,5ezp2WTBB8rewVCdTKGO1F
287,1BpCQRsYuiRg1TXKR2SQe1,6bPXSfsHFvyltUwfqUrrLy
288,1BpCQRsYuiRg1TXKR2SQe1,450u38hSRh0Q2UyghEbjpS
289,1BpCQRsYuiRg1TXKR2SQe1,3OhUveXjN6gDbNt7ygN8z6
290,1BpCQRsYuiRg1TXKR2SQe1,6Czf2AVSww2aOhW4M6QNHT
291,1BpCQRsYuiRg1TXKR2SQe1,7FTQICqfx93tZdwZJb3wt2
292,1BpCQRsYuiRg1TXKR2SQe1,4by5ENA6ZMNCQkOX3RIh0G
293,1BpCQRsYuiRg1TXKR2SQe1,4MciZ3SoIaHGhBecweONHp
294,1BpCQRsYuiRg1TXKR2SQe1,1Od0hPnXSqA9pipLqNXJ7e
295,4FApejrnKXgmvrVmBMRO2l,60kSCaBM5uMKg7ZnrBH5br
296,4FApejrnKXgmvrVmBMRO2l,76WqyxPmL1KmO2up8jbYOC
297,4FApejrnKXgmvrVmBMRO2l,7GVB7uYTgkeYtLJxYMYYDp
298,4FApejrnKXgmvrVmBMRO2l,7LsIj2cflfPqS8px4dduGG
299,4FApejrnKXgmvrVmBMRO2l,52NpY0nQvHw021b9j9Ke3y
300,4FApejrnKXgmvrVmBMRO2l,5gfLje7A2I9mMRVfuiphnh
301,4FApejrnKXgmvrVmBMRO2l,6dzkjHwlCSs5uy93DoiZ1s
