,id,name,release_date,popularity,label
1402,3XWZFWTxVTbWd61o4iwEtF,The Hardway,1995-07-01,9,Cloud 9 Digital
1403,7Kj9wXfrSYdcysURaY3bRM,Happy Hardcore Freak,1995-07-01,9,Cloud 9 Digital
1404,6ccs7MJ6RfEd7vlRJczYRy,Hardcore Is Hardcore,1995-07-01,9,Cloud 9 Digital
1405,1OG0TeFY33mylKS3kegeyV,Dancehall Music,1995-07-01,9,Cloud 9 Digital
1406,2TohGu3U3jIvmpHGpB5mEL,Short Dick,1995-07-01,9,Cloud 9 Digital
1407,1k5FUuMT7LKn46s4Hlllbf,Another Dream,1995-07-01,3,Cloud 9 Digital
1408,4b7svyEsoJxaQzAqFudsIu,Rock Tha Beat,1995-07-01,3,Cloud 9 Digital
1409,6J0QQdKrHQDf7kxDqI43ny,Hardcore From The Underland,1995-07-01,3,Cloud 9 Digital
1410,2YsqmpvzC2IZtEvXkSoSz6,2 Definitions,1995-07-01,15,Cloud 9 Digital
1411,5xImXTwiZnpuR43oCyBM5h,"Up, My Way",1995-07-01,15,Cloud 9 Digital
1412,67v4Ht9Wtfh83TFRD4oAR3,Moral Hardcore Abuse,1995-07-01,15,Cloud 9 Digital
1413,6EvYqsI05GbX6sTm7G1ePB,Anyone Can Dance,1995-07-01,15,Cloud 9 Digital
1414,3Ql2N5Rg3gbu6zRnBJD9Ag,I'll Never Stop,1995-07-01,15,Cloud 9 Digital
1415,1vENFZSRfv0yS3DknMCh9Z,Dumcore,1995-06-01,15,Cloud 9 Digital
1416,33DQhzz5gIzRytATBQeiVE,The Place 2 B. - Live Version,1995-06-01,15,Cloud 9 Digital
1417,2g6nz4dYB9ZPT90E4GpL4r,Damn Hardcore,1995-06-01,15,Cloud 9 Digital
1418,0hd4lR0NdQCUi3ZcoAhIKM,Girls And Boys,1995-06-01,15,Cloud 9 Digital
1428,1iKIeXDaOkUJ6oiRRPcy78,Ghost Stories,2018-08-13,39,Q-dance Records
1429,0u513gPhzKsQXSmM3nBMCQ,Twilight Zone - Edit,2018-03-16,44,Q-dance Records
1431,7hf5pKqTPH9JeiSW3ci9CU,The Raw Breaker,2023-09-22,40,Gearbox Digital
1432,6IS46PeU9Q8Am4FdWwNUcJ,IMPAKT,2023-08-10,36,Scantraxx Black
1433,4bti9pUcolO7gNMfaEp89e,Break The Fall,2023-07-13,35,Scantraxx Black
1434,4SKosKAoDkmBab78590yrM,Nothing To Lose,2023-06-22,32,Dirty Workz
1435,1Iq5oNVql5v1h42h80BX91,Warrior,2023-04-13,28,Scantraxx Black
1436,4oPzvOsR5VSGRAZdW9oQEF,Energy,2023-03-16,25,Scantraxx Black
1437,1Kz4ASYUQNQCLUHmUl3ZAC,Children Of The Dawn - Imperatorz Remix,2023-02-02,25,Scantraxx Black
1438,5I0VErywtUY6kiP0ukQ14T,Stuck In My Head!,2023-01-09,33,Gearbox Digital
1439,03N15VIQOQVV2XcolaW0gR,Real Villains,2022-11-04,22,Afterlife Recordings
1440,2s81WtUvpHnpq6xEt6fbPb,Untouchable,2022-09-14,21,Scantraxx Black
1441,0opaR6g9aZcmxeTyWK0olE,Fanatics,2022-06-09,21,Scantraxx Black
1442,36WTxqLe4DgddYkPklj3ta,Never Give Up,2022-05-04,28,Dirty Workz
1443,3kJ20oY7QCfeOk0dAlXFfA,Born To React,2022-04-07,28,Scantraxx Black
1444,0w3YUg071npikqvz6ruzwF,Stay,2022-02-24,16,Scantraxx Black
1445,3hqYwJH6pp97iai0coJ2mT,Anywhere,2021-12-15,16,Scantraxx Black
1446,7oV4IMoVd6UZHhwytaNMxA,Superpowers,2021-09-16,14,Scantraxx Black
1447,1BBOgfP9PIhrORa5rzBu3v,Total Domination - 2021 Edit,2021-07-15,28,Scantraxx Black
1448,6o71bn7sMyP6ewVVqXxLEt,Living My Dream,2021-06-02,18,Scantraxx Black
1449,5ByhNiOjVNhY2XNzt6I6pd,Alpha Legion,2021-03-18,21,Scantraxx Black
1450,7AOMm6dFKmhRbt3NfGAzdk,Activated,2021-03-18,21,Scantraxx Black
1451,0AH4PWGfhGfj19933EqTHH,Thrown Out,2021-03-18,21,Scantraxx Black
1452,69iXLBpQJDWKNZ4mKDiiAo,Go On,2020-12-08,12,Scantraxx Carbon
1453,51jIHzYBYSEjo27ANrpHGh,Predator,2020-06-02,9,Scantraxx Carbon
1454,1cii8kYc0rSWUlP8UCyXT3,On The Loose - Imperatorz Remix,2020-05-11,6,Minus is More
1455,26Av6t6N1kpuhREBi8vImi,Gunslinger,2020-03-31,7,Scantraxx Silver
1456,5lWyHUkfFfyRye5dsvUHiU,Plan To Die,2019-11-22,6,Scantraxx Silver
1457,2HTyPLRqAt6WKYh9Vql6OQ,Hurricane For My Brain,2019-08-07,15,Scantraxx Silver
1458,6wiDSjAoDpDiMCFW6uCT4R,The Baddest,2019-07-11,7,X-Raw
1459,5OpwXip6umihcrVaJtEKuw,Game Tight,2019-05-02,12,X-Raw
1460,2hJWVspfIagRiKCOgLpt2d,Fake Ass Bitches,2019-03-29,5,Q-dance Records
1461,6AVufMxnTtqnX29KZRclXw,Fake Ass Bitches - Extended Mix,2019-03-29,4,Q-dance Records
1462,0fMxumayYaZScZ1txXAByW,Schizophrenia,2019-02-27,6,X-Raw
1463,4sGedUa01FyUApkq9HniDU,The Night,2018-12-19,7,X-Raw
1464,1LLTiRCRFfrCYSDVgFBDMM,Block Rocking,2018-11-13,13,RSLVD Records
1465,55TEZRZGnHeJSJvEXwUhoF,Block Rocking - Radio Mix,2018-11-13,13,RSLVD Records
1466,2hYUc7qRYbsutejDqvcZK7,Execute - Edit,2018-07-06,5,Q-dance presents NEXT
1467,5lUFcQcLDif9rTzNcYGAUa,Execute - Pro Mix,2018-07-06,5,Q-dance presents NEXT
1468,7cUx7RpGpTQc1jiWHNEqDU,Outta Here,2018-06-06,4,Magnificent
1469,3c4XZYYPX8DKBwnIS94nTU,Total Domination - Edit,2018-02-09,9,Q-dance presents NEXT
1470,0s71zvjcEQcZv2OVNSfb1D,Total Domination - Pro Mix,2018-02-09,9,Q-dance presents NEXT
1471,7IyhY9YrR3GgEqygeLWi2b,Infinite,2017-12-21,5,Gearbox Digital
1472,2z5aR6XpT1xNdVjHJp5xaI,Infinite - Radio Mix,2017-12-21,5,Gearbox Digital
1473,6qXAn2OTxvf6N3nZG5BQyt,Cybertron (Imperatorz Remix),2017-09-08,15,Anarchy
1474,6hJOslrB3jquQksSqUTJ7Y,Eternal Flame,2023-09-01,45,Scantraxx
1475,2fxxoz9144dKpJagVIgqcR,All Or Nothing,2023-06-09,30,Scantraxx
1476,0pYJTUbeFC82dHKGmAjONp,Dark Side Of The Wall,2023-03-31,31,Scantraxx
1478,0tsR7yzuepDrAAIEarSfEk,Turn To Dust,2023-01-13,28,Scantraxx
1479,3Ep4FZw4nx3gHzysCLg1BT,Oblivion - Kronos Remix,2022-11-17,26,Scantraxx
1480,32W1wP6N9dO2u65ch7caiw,Way Back Home,2022-06-15,21,Scantraxx
1481,244V6CRZwMSxm1GNHNvP6q,Thunderground - KELTEK Remix,2022-03-17,19,Scantraxx
1482,6zoOvBceTB5CasrEpTRy1T,Spirit Of The Night,2022-01-27,34,Scantraxx
1483,2WeJ7BTykDncT4Sx6Vcm40,Dark Sky,2021-10-13,23,Scantraxx
1484,1cn3kJV9kpSGJEUHHJ0EjS,Echo,2021-07-29,23,Scantraxx
1487,1YKY6j5fyaUx7dCsz1D4Vf,Run With The Restless,2021-03-24,21,Scantraxx
1488,2bPPYKq9Ul2FHgZ7YUp7aV,The Alignment - Cinematic Version,2021-01-14,18,Q-dance Records
1489,3rN0NTxcvTM2YszDqosmwE,Divine,2020-11-18,20,Scantraxx
1490,1BRMT9ruyij1tKK1YqAf4S,Awaken,2020-09-03,38,Q-dance Records
1491,5mDOE4javiQePvJ8hJt9UR,Awaken - Extended Mix,2020-09-03,38,Q-dance Records
1492,6O8CNo9ct4MZ52QH05oWbx,Wolf Of Warriors,2020-07-23,20,Scantraxx
1493,6YwBd9LIpIb12swAydBS7n,Step Into The Game (Official Intents Festival 2020 Anthem),2020-06-11,37,Scantraxx
1495,56ghsgSC9Y0MJ1yKnLFixe,Arriba,2020-03-04,36,Q-dance Records
1496,3pr7N1tEtoQbJUlediJWJ3,Kingdom Comes,2020-01-16,32,Scantraxx
1497,7LqRGJnIfcghED7Q1shGuY,Down Like This,2019-10-16,24,Scantraxx
1498,0SAQ2oSNEzGU1NMCbKfYiC,Wasteland,2019-08-14,25,Scantraxx
1499,6BxPLHVXSTgmcmk0tPhm7U,Oblivion,2019-07-05,24,Scantraxx
1500,5XzDKgeFW5toqBiTKNJnTP,Break The Game,2019-05-28,18,Dirty Workz
1501,6XE7eE0EIPiCtV1Gr4TIup,One Tribe (Defqon.1 2019 Anthem),2019-05-03,28,Q-dance Records
1502,1LIDBPdxpKI8RVzuaum7UP,Valley Of The Blind,2019-04-18,17,Dirty Workz
1503,0LjwaPQIQtWwMjW9zzKTPE,One Tribe (Defqon.1 2019 Anthem),2019-03-01,33,Q-dance Records
1504,1VGwxmWSV3X3IofvqJXR75,Edge Of Existence - Reverze 2019 Anthem,2019-01-22,21,Scantraxx
1505,5Y1O7jgXqKjSMuXnD1vPvq,The Apex,2018-11-14,22,Dirty Workz
1507,5rxGDZNXLgB9fZcCWvzR6W,Valkyries - Edit,2018-08-17,28,Q-dance Records
1508,76TrAnf6aeUa7YAKPwZW9i,Valkyries - Pro Mix,2018-08-17,28,Q-dance Records
1509,4azCAIDvF17pohUA2Jfump,Dark Sun,2018-06-07,34,Scantraxx Recordz
1510,5PlDCZGiAQF3SiRdgRzRAw,Kick Off - Rebirth 2018 OST,2018-04-12,27,Scantraxx Recordz
1511,667VsfRZBPcI42mfFvgYpl,Through The Night,2018-03-15,47,Scantraxx Recordz
1512,1Ae9XJjrh4WqCxFnbGLOLC,Dance The Way I Am,2018-01-10,22,Scantraxx Recordz
1513,3JwQQ3gM0QBFcLmN15ERWL,Mask On My Face,2017-10-16,11,Scantraxx Recordz
1514,6x8GboXAADRPbDy7FMyzCZ,Sniper,2017-08-14,12,Scantraxx Recordz
1515,5AsxhT98o6D0IzlxkZ7qHf,BassMode,2017-07-10,14,Scantraxx Recordz
1516,0WLpcRqZeMsLVS66XeJW1z,Down To Earth,2017-05-08,31,Scantraxx Recordz
1517,1m16irQJSQHZpPxNgpdjQ1,Strike Gold,2023-10-06,23,Scantraxx
1518,5Hn7VSMZp7rLSXmkUpJLvb,Boom,2023-06-02,16,Scantraxx
1519,7HMI29TLEFnrfJrjOE8iK9,Winner,2022-07-21,27,Scantraxx
1520,67txNn8Q2vD2R6qL8HsRWd,Overdose,2022-03-23,14,Scantraxx
1521,4k7qFdOqxoTBptx0qLRIQU,Party,2022-01-19,19,Scantraxx
1522,5qHNbaVJO9cuh853dLuNwd,Summer,2021-07-30,13,Scantraxx Global
1523,2uCzcDaerX2hi90Qh573SQ,Speak My Mind,2021-06-08,10,Scantraxx Global
1524,5EB0vMEuKcMOcQSjGrcgaM,We The People,2020-11-02,9,Scantraxx Global
1525,5sijkFUDoH949vQwkldYAP,Believe,2020-10-02,10,Basscon Records
1526,44tTp5cMrMVvOiCyUuVGtu,Different,2020-07-14,10,Scantraxx Global
1527,6FN80t3cNqvJjafxGoeXW8,Supernova,2019-10-08,19,Scantraxx Global
1528,4kiRNBw3lTFfCFOYdFFHsH,Paint It Black,2019-07-09,12,Scantraxx Global
1529,3PkEqAzRP3NR6fd2VSiBhu,Unleash the Urge,2019-06-14,8,Pink Beats Records
1530,6ByvflmFP0j9ndT55uybIa,Electric,2019-03-28,8,Pink Beats Records
1531,4JBWqwAEliBOY4E4XUvTs6,PLUR,2018-05-14,18,Harsh Records
1532,0jBrWpZ8Qx7kGqvE0WhXKJ,Take You Away,2018-01-17,8,Scantraxx Global
1533,0nx2B1wJXnyeiPEiAraNWE,America - Edit Mix,2017-10-16,17,Pink Beats Records
1534,6qJWTxnnkaMSPeF0gmlbiF,Everybody - Edit Mix,2017-10-16,17,Pink Beats Records
1535,4ZTzj6fTSSf3hpFdGtagMl,Bestie - Edit Mix,2017-10-16,17,Pink Beats Records
1536,2JPy3rwWrurO5CW7EtubGI,Strife,2017-05-26,3,Fusion Records
1537,2B6YLYEzRpATUzqCsEeFys,Wildside (feat. Melissa Pixel),2017-04-13,3,Lady Faith
1538,4cLReIe1hmi4FTsUaVP4C4,Donyaye Man,2017-04-13,3,Lady Faith
1539,6HD3xXJY6xy7iCdF28TgYe,Carmen (feat. Caitlin),2017-04-13,5,Lady Faith
1540,2pA1iYMUVqbMuzMjOjVVVv,No Sleep - Extended Mix,2017-03-24,7,Pink Beats Records
1541,1Oc3dG1qKyBh8rBEeOx2Ni,That Time - Extended Mix,2017-03-24,7,Pink Beats Records
1542,5y13PuhvJWXClmLmb2RSuo,It's My Beat - Extended Mix,2017-03-24,7,Pink Beats Records
1543,30n1wvA9ky7t6qV71WDcyq,Underground - Original Mix,2016-09-26,7,HARD with STYLE
1544,5naqVw3dMHRj5ujpyGcrfh,Underground - Radio Edit,2016-09-26,7,HARD with STYLE
1545,6KxpfJQMQYUl9TZ5AbJP9Y,Emanate,2016-08-11,3,Scantraxx Global
1546,4aPqzRKWxzihVVCBhcx5JS,I See Injustice (Twero Pa Lugoro),2016-02-05,1,Come Together / FUB-records
1547,30D2Fv8ZTN33koz3eA778E,Basic Bitch - Original Mix,2015-12-21,9,HARD with STYLE
1548,6aEEImxgGAUiaOSAQ0H9K0,Basic Bitch - Radio Edit,2015-12-21,9,HARD with STYLE
1549,39GMxBYrcPYF4ehGVY9Nhg,Disko Nites - Original Mix,2014-04-22,5,Hard Dance Nation
1550,2nfbD86eKWDWKUq9GC4qII,Disko Nites - Radio Edit,2014-04-22,5,Hard Dance Nation
1551,2Ge6btEXlmL6u5fp3bnYPq,Fame - Original Edit,2013-08-12,13,Fusion Records
1552,0cnvxtfgOf9R54nmb0PrUz,Fame - Original Mix,2013-08-12,13,Fusion Records
1553,1RgnPWXSEBLH0DgbmkYyyo,Rising High - Stana's Tech Maniac Remix,2013-06-18,4,Hard Dance Nation
1554,6ZuH7NCAN3MGH8V28e7FUK,Rising High - Stana's Tech Maniac Remix Edit,2013-06-18,4,Hard Dance Nation
1555,7CCFNBryoLZD49pyVmAP4Y,Queen Bitch of the Universe - Original Mix,2013-01-08,3,Hard Dance Nation
1556,3GPcmZlgg0cTouBObLfMBD,Moxie - Original Mix,2012-09-14,8,Hard Dance Nation
1557,53qPjnRHDEeenNVW2nSxxh,Rising High - Original Mix,2012-06-08,2,Hard Dance Nation
1558,6fNu4x3aQOdGq7urVQD3b1,Rising High - Radio Edit,2012-06-08,2,Hard Dance Nation
1559,5gkCB0toDMQ0gpQr7xiZsD,Make Some Noise,2023-10-05,33,Scantraxx
1560,0CmYN4zZ5Z8TKczc1LGEA8,Riot Starts,2023-08-16,29,Scantraxx Black
1561,6E0f3CbgkGZTFLT7zbmUdH,Hardcore Rebel,2023-06-28,32,Neophyte
1562,5AgfERIXmqqSQR5FE0CxuW,Dominate,2023-05-25,30,Scantraxx Black
1563,2pj7hxep2gW4oGlTWoI8CQ,Revolt,2023-04-13,20,Roughstate
1564,1U3cB9eqet6G3Mmb7UCBO9,Alliance Of The Light,2023-03-23,21,Scantraxx Black
1565,6NNRhitDn0DE7bRGcEESgb,One And The Same,2023-02-02,29,Roughstate
1566,1KZ6aenxv7P5BKtVu2PMkg,Reversed Reality,2022-12-13,21,Scantraxx Black
1568,2GFNgRzFy1sRhGCUZDG7OU,Lose Control - Level One Remix,2022-08-11,32,Scantraxx Black
1569,3lPMJQyR611fSIAFIN9145,The Winner Takes It All,2022-07-22,13,Scantraxx Carbon
1570,3NvMxu9YQp13s5rDmcaUea,Partylovers,2022-06-30,21,Scantraxx Black
1571,0fvDY3SHJn7YQgQ5HacTkA,Party Medicine - Level One Remix,2022-06-01,23,Roughstate
1572,1a0CtkI5vzuE8SgeBnG7Na,Hell Yeah,2022-04-26,12,Scantraxx Carbon
1573,6xmfEZ2SRAqtXoonnIhbj3,Vengeance,2022-03-15,16,Scantraxx Carbon
1574,3BzEku0AuzSGKgxnmvmrYN,Temple Of Never Hesitate - L1 Live Edit,2022-01-13,11,Scantraxx Carbon
1575,1tnGe8VZp7kPIqoqgYqfGx,Blasphemers - L1 Live Edit,2022-01-13,11,Scantraxx Carbon
1576,303wN4wcLBaD47xkg1nX4q,Brink Of Xtinction - L1 Live Edit,2022-01-13,11,Scantraxx Carbon
1577,4YxK28fpd9roXYLe66oUcT,The Prophecy,2021-12-16,10,Scantraxx Carbon
1578,2IZoCrvUmIO0NGbXYX9KrV,The Gods,2021-10-29,10,Scantraxx Carbon
1579,35E91BicwI9virRzf94Wks,Unchain Humanity,2021-07-27,15,Scantraxx Carbon
1580,3I1FaWQmqiGY5ViE3BxIU0,The Change,2021-06-15,5,Scantraxx Carbon
1581,68r54l3iNAwH0GNQRA3On5,Propaganda,2021-05-04,7,Scantraxx Carbon
1582,4DuuYju6fsJ3Z8ywus9Vg7,Final Space,2021-03-16,7,Scantraxx Carbon
1583,2LPtwP1GbNjbC0njX5u70Z,The Same Question,2021-01-05,8,Scantraxx Carbon
1584,3LNvA1c4BD55YIIktfB4kH,Blasphemers,2020-10-23,10,Scantraxx Carbon
1585,2i2aF5Ln8jYd4fSgXk0Z4S,Violated,2020-04-17,6,Scantraxx Silver
1586,01H9hqlFW9hMPzCqBbFtrv,Brink Of Extinction,2020-03-13,7,Scantraxx Silver
1587,1b3v9EvUktUXxFN5B6P0wn,Temple Of Sin,2020-01-10,7,Scantraxx Silver
1588,1tUvA67uwOj2b95Au7wAoE,Not Alone,2019-11-28,6,X-Raw
1589,1rkVOhapMkfhys17tR9YP8,The Question,2019-09-30,7,End of Line Recordings
1590,6gsWt08SWtqRdoSB3kAN8p,Still In The Game,2019-08-22,5,X-Raw
1591,5C48pDvsr2pn9rSzu2Cjay,Don't Quit,2018-12-05,3,X-Raw
1592,3rOBjgzZihPWRhVrrAhJZE,Coulrophobia,2018-11-02,3,Navion
1593,5EsRT4QzbSb1JuiK3UksQy,Take It's Course - Raw Destiny 2018 Anthem,2018-08-23,3,X-Raw
1594,4dRdLjXEiqYT0SVliq0c5t,Moment Of Truth,2018-07-24,23,A2 Records
1595,29j0mHIBqsO0S37gLOiK54,The Strongest,2018-06-14,2,X-Raw
1596,0KpPg5ybS0uRywChbFLfRZ,The Greatest Lesson,2018-04-18,3,X-Raw
1597,68G9voCBhiZEeeldIUCXUL,Victory,2017-12-27,7,X-Raw
1599,53JfpBn5zgIah4JRQRisL7,Cannonball - The Prophet Remix,2023-09-22,39,Dutch Master Works
1600,74G0D2btR5YjoNjP0PwpJ2,Ichiban,2023-08-24,41,Scantraxx
1601,7LSbuUA9AtvZqec21ajsfQ,Killing No More,2023-07-28,42,Scantraxx
1602,23iuOKtuHud27plhvvmUNy,Haters Gonna Hate,2023-06-30,33,Scantraxx
1603,00dUCL3WfkgU0oqCSVdneu,Born To Be Free,2023-05-11,39,Scantraxx
1604,22wegVv3MYQOu4WgVbhaXp,The Get Back,2023-02-10,35,Scantraxx
1605,7dpcGOv3SyFHeLkVii6Cd7,H3Y! - REVIVE Remix,2022-11-24,26,Scantraxx
1606,7BZDdAIqv4B8CpSgDpBgiI,Never Alone,2022-08-04,25,Scantraxx
1607,4DRh8trJwLBrfmFL35ouMB,Never Fake,2022-06-08,19,Scantraxx
1608,694DLdlWtk26a6pyaf1vMi,In Hardstyle We Trust - Melody Mix,2022-05-05,38,Scantraxx
1609,4umoU55miCWDoe57nWhUEP,In Hardstyle We Trust,2022-04-06,22,Scantraxx
1610,0ri8LaSZc3SOebjtehiqC9,Esta Loca,2022-02-10,17,Scantraxx
1611,3fdzqarFyRUYYSrTkqk5il,Listen To Your Hardcore,2021-11-18,33,Scantraxx
1612,1ETYrKbemhUqMukP04fxe2,Underworld,2021-08-11,29,Scantraxx
1613,660CQWNDYjmnAXRIkWOcY7,It's My Beat,2021-06-23,23,Scantraxx
1614,54T27ZI3UUUMjl6oqdzsd5,Creatures Of The Night,2021-05-05,18,Scantraxx
1615,070aNLQoUgiyRIUS4I721F,Lay Low,2021-03-03,23,Scantraxx
1616,12Jjllm6k2HslRv1x0c5Hh,Kikkdrum - Funkyzeit Remix,2020-12-23,31,Scantraxx
1617,1M5mx3dOD6H85xTIaOLrK6,Get Dumb! - Melody Mix,2020-11-26,15,Scantraxx Black
1618,79Yum0prCacDyncexPQcE0,I Got A Dream,2020-10-28,20,Scantraxx
1619,7m4RNsfMe7ezkDmIW8glke,The Miracle,2020-08-27,23,Scantraxx
1620,2Ur9ianheHtBR4wIWqxEBK,Wanna Play? - 270 BPM Terror Edit,2020-07-31,44,Scantraxx Special
1621,1jVOy0MFzJGdWh7qZGg42D,Outta Control,2020-07-16,19,Scantraxx
1622,0gakxtyAQxCAQ9h7PiUpKu,YRML 2K20,2020-05-28,33,Scantraxx
1623,0LzR8wSGzDz6ormW5HGkM0,Get Dumb!,2020-04-23,28,Scantraxx Black
1624,0IOzQgwDfYqWH0vadYUrPN,All In My Head,2020-03-26,25,Scantraxx
1625,5ql4pIIh20fuyCdD67216w,Non-Stop,2019-12-18,16,Scantraxx
1626,067MyUfyVgBAmUiJvrCgvS,The Lonesome Boatman,2019-11-28,24,Scantraxx Black
1627,1IvwEkV8cEOmLMV8toWlY4,MF DJ,2019-10-30,10,Scantraxx
1628,7DeNPlcwCgUYpcAWGAgjnl,HRDSTL,2019-09-26,18,Scantraxx
1630,5cVpeumjwlIKi61uS4edFh,Recession 2K19,2019-07-03,18,Scantraxx
1631,6iBL6TOzsO75Yz0cG1MO0o,Wanna Play?,2019-05-22,59,Scantraxx Special
1632,1Ozu4tf9kw6XeOMFM6i8ln,#13,2019-04-26,22,Scantraxx
1633,1gWAtvmMbhH6WPLes1swNh,Fiyaaah!,2019-03-07,40,Scantraxx
1634,3JGkdQjvK7jpe9Fnp3Y5BQ,Shine,2019-01-17,14,Scantraxx
1635,5vHkPYEFGl2RysHo9oGiM5,No Stopping Us!,2018-12-06,13,Scantraxx
1636,4LK3fEO1aN4ZJgY3doVU4q,Listen To Your Heart,2018-11-15,44,Scantraxx
1637,5llFyYDpbsKSMksCZiCRfm,CLTR SHCK,2018-09-13,8,Scantraxx
1638,1Pt37VCngZGqQDh8Li0SWz,Maximus - Original Mix,2018-03-16,7,Blutonium Records
1639,2gZzkQXC9Uj6uUeR7ulk2C,Lights Out,2018-03-08,18,Scantraxx Recordz
1640,506LgYxFIT4YPlmR3FQC6u,Tyrone,2018-01-29,7,Scantraxx Recordz
1641,56Sdc3LyPuNzB7N4LxHfCG,One Of Us,2017-11-24,5,Scantraxx Recordz
1642,3W0j5kFQbRM9aMZbNTkXwy,Welcome To The Club,2017-09-27,10,Scantraxx Recordz
1643,3W9C5tdmLUKay6YSY9wYrp,Psyko Foundation (The Prophet Remix),2017-09-18,17,Dirty Workz
1644,3iNDbYYRxMuog21E3fR8AO,Stampuhh!! (The Prophet's Stamp Remix),2017-08-30,28,Scantraxx Recordz
1645,304YgL4UqV2TNSjIAVteFB,Mission Impossible,2017-03-13,5,Scantraxx Recordz
1646,7G0z9PUPNz8P6I5ioGdA5i,Skum,2017-01-25,25,Scantraxx Recordz
1647,4LOFX0LD2DBdMc1msYN0IT,Hunt You Down,2016-11-07,4,Scantraxx Recordz
1649,4eELKXTeWDcMfbsgtvxrxR,Caramba! (The Prophet's Hardcore Tequila Mix),2016-09-09,26,Scantraxx Special
1650,2TKZti1dUoxr3EGsNN670T,Timemachine,2016-08-08,10,Scantraxx Recordz
1651,1n9Y2sui4v1jNds6nt4OVm,Caramba! - Original Mix,2016-05-30,20,Scantraxx Recordz
1652,2wZL0Yt6qeFxDN45yBs9Bm,Caramba! - Radio Edit,2016-05-30,20,Scantraxx Recordz
1653,2aQ89YQP0j7bMHbdEZtHCH,Desire - Original Mix,2016-04-20,4,Scantraxx Recordz
1654,0XkRuOQEk5SHT9LKlv9mKk,Desire - Radio Edit,2016-04-20,4,Scantraxx Recordz
1655,7b9WkYQRu2qN5YMGAeOMZ2,OMG - Original Mix,2016-03-25,2,Foolish
1656,0oqvJ3vPpwP4KMYpTNZrFL,OMG - Radio Edit,2016-03-25,2,Foolish
1657,4eqKScP875qjGWrIJgc8jd,Locked Down Again - The Prophet Remix - Extended,2016-02-09,17,Scantraxx Recordz
1658,1j2xAI5hFfcwY59ZJX1Wks,Locked Down Again - The Prophet Remix - Radio Edit,2016-02-09,17,Scantraxx Recordz
1659,1tySVp0Oz11OOHS8FI8twD,Flute - Original Mix,2015-11-25,7,Scantraxx Recordz
1660,7uCSaNUqpMK43jcx0c4G2F,Flute - Radio Edit,2015-11-25,7,Scantraxx Recordz
1661,2DF90qKaaL39kNt0JNMifV,Reverse Bass - Original Mix,2015-10-26,19,Scantraxx Recordz
1662,6MNUGTXyV9qmnRaI3AJ3yW,Reverse Bass - Radio Edit,2015-10-26,19,Scantraxx Recordz
1663,5cdkgEzxC50lzXd3CkLklL,Here We Go ! - Original Mix,2015-09-25,2,Foolish
1664,6JvuPlt58I2D6fNR4VqY1y,Mixmaster - Original Mix,2015-06-08,4,Scantraxx Recordz
1665,2ROaY2NN836eRBfWkdXvDZ,Mixmaster - Radio Edit,2015-06-08,4,Scantraxx Recordz
1666,5RhDGhTIVUonskwFDacJwi,Jumpp Upp - Original Mix,2015-03-27,17,Foolish
1667,3kS4AIoFJlDJW9VSCvPlzh,Till I Die - Original Mix,2015-03-09,5,Scantraxx Recordz
1668,6ikfBIYgRXvK5092gvj03S,Till I Die - Radio Edit,2015-03-09,5,Scantraxx Recordz
1669,4JaKPSuQBRchsRSQtBz15M,Kikkdrum - Original Mix,2014-12-01,10,Scantraxx Recordz
1670,003kyoftNCphoFFvCY3YsF,Rokkstar - Original Mix,2014-09-29,1,Scantraxx Recordz
1671,4Tgp3Immrm4SX55poM9bZG,Dark Matter (Official Ground Zero 2014 Anthem) - Original Mix,2014-08-25,4,Scantraxx Recordz
1672,3UZ8vdx8CO96SawsQa8rC8,The Sanitarium - Original Mix,2014-08-01,1,Adrenaline Tracks
1673,0mTtYGQj9TyHSYhkXZE4Uy,Punk MF - The Masochist RMX,2014-08-01,1,Adrenaline Tracks
1674,1j8OYcJfVAcl4ifL6AGwEE,IDGAF (I Don't Give A Fuck) - Original Mix,2014-07-30,6,Scantraxx Recordz
1675,4B97BJwCWfbw6vE9dm3C4C,IDGAF (I Don't Give A Fuck) - Radio Edit,2014-07-30,6,Scantraxx Recordz
1676,0g7RABiXa8k0mjncW4rSaI,Afsluitplaatje - Original Mix,2014-06-20,0,Scantraxx Recordz
1677,7lSEwCrmUgNxYsXssEh3E8,Breaks - I Come Correct - Original Mix,2014-06-13,1,Scantraxx Recordz
1678,2dtv31tNJhSfm9VKU4V4Mf,Breaks - High - Original Mix,2014-06-13,1,Scantraxx Recordz
1679,0iGububduhWEtgUrzG4OBO,Breaks - In The Mix - Original Mix,2014-06-06,10,Scantraxx Recordz
1680,1GGiZG0xRdY9hOlC21IJOi,Breaks - Fakkin Hardstyle - Original Mix,2014-06-06,10,Scantraxx Recordz
1681,1BOritkIfChVUoR8YxE44l,Echoes - Original Mix,2014-05-30,1,Scantraxx Recordz
1682,5ovVp1pPDPZlGMGoXTnJzV,Evil Rains - Original Mix,2014-05-23,0,Scantraxx Recordz
1683,6wkbRimGlIIkPTJb0R6umS,I'm The King - Original Mix,2014-05-16,2,Scantraxx Recordz
1684,3NWx1LlX5KxKNpgaRRdWj0,H3Y - 2014 Edit,2014-05-09,0,Scantraxx Recordz
1685,4yF2LR6qvVfB7n9XijG5AT,For The Better - Original Mix,2014-05-02,0,Scantraxx Recordz
