song_id,artist_id
5duLvKhcp7FZkBql98rAQi,6C0KWmCdqrLU2LzzWBPbOy
5duLvKhcp7FZkBql98rAQi,47z7ZrgFoBvVpCnElCE3Zh
0crwZBGbSJ89UyEmSNNiG1,6C0KWmCdqrLU2LzzWBPbOy
0wpIp3achlrWEnJjwj3g2y,6C0KWmCdqrLU2LzzWBPbOy
0wpIp3achlrWEnJjwj3g2y,2RhRT6DNOVoDTfS0rG31pZ
0cy6dbzmPUhj5SO2LqSoq2,1CqOLQmjzVWXQTiIN5Wucs
0cy6dbzmPUhj5SO2LqSoq2,6C0KWmCdqrLU2LzzWBPbOy
2KtPmYK51K5KxUIXFAXFUi,6C0KWmCdqrLU2LzzWBPbOy
07QFH1UVatG9snMGcSPf8M,6C0KWmCdqrLU2LzzWBPbOy
010DjgekBAjAPXWoGeDIcl,6C0KWmCdqrLU2LzzWBPbOy
5NMVoJ1UVM7CKwWIgkZOLl,6TQj5BFPooTa08A7pk8AQ1
5NMVoJ1UVM7CKwWIgkZOLl,6C0KWmCdqrLU2LzzWBPbOy
0SKfsanUNL3Th95C3g63VV,6C0KWmCdqrLU2LzzWBPbOy
0SKfsanUNL3Th95C3g63VV,0wr85NuJuAYZsRzP1lJgiV
0SKfsanUNL3Th95C3g63VV,6qJ61DomA73g7jQEKESw9Z
1NMKyECQaykpfrZ68ehs5q,6C0KWmCdqrLU2LzzWBPbOy
0EvnPRL8zI0DZUM5n2HYHF,6C0KWmCdqrLU2LzzWBPbOy
1gbbVOXm2yZnMRoGuGM1cI,6C0KWmCdqrLU2LzzWBPbOy
0wYxVn1s4FKaE8ovrZYMfP,6C0KWmCdqrLU2LzzWBPbOy
7MRMV1Bx1ptn7ZRDYcaINQ,6C0KWmCdqrLU2LzzWBPbOy
7AWypqsu3ELcmgpgpg5eSd,6C0KWmCdqrLU2LzzWBPbOy
5Vawwou5bRd53QBzcoHRW5,6C0KWmCdqrLU2LzzWBPbOy
5Vawwou5bRd53QBzcoHRW5,0wr85NuJuAYZsRzP1lJgiV
5Vawwou5bRd53QBzcoHRW5,6qJ61DomA73g7jQEKESw9Z
32b5V2AuVWYxE5LeyNQZJY,6C0KWmCdqrLU2LzzWBPbOy
32b5V2AuVWYxE5LeyNQZJY,2iRqqPkOyIvvb7qFZN1Onz
5huA48mWeehUkCQfommSJ7,6C0KWmCdqrLU2LzzWBPbOy
6Hx3G9nYenpYjzyjvsLJE8,6C0KWmCdqrLU2LzzWBPbOy
05xmV2tmGAPLL1w6ReEJvH,6C0KWmCdqrLU2LzzWBPbOy
6A6rSVJrAgWZaejNEw7up1,6C0KWmCdqrLU2LzzWBPbOy
2GoS20DKbYGlSrqxaFy5aZ,6C0KWmCdqrLU2LzzWBPbOy
2Jd6RBfx0XmcQiMhCXBPbx,6C0KWmCdqrLU2LzzWBPbOy
7M2HaMzIc5yex6i1r3iLQi,6C0KWmCdqrLU2LzzWBPbOy
0Px6MhpN87hDQx6jRbORnY,6C0KWmCdqrLU2LzzWBPbOy
5bvySBWEq1N2IkHmPWiZsO,6C0KWmCdqrLU2LzzWBPbOy
2wVEl41z6GJvryQ07yyzV8,6C0KWmCdqrLU2LzzWBPbOy
2wVEl41z6GJvryQ07yyzV8,2iRqqPkOyIvvb7qFZN1Onz
7D0OX89ACRUJ6SZGzOp2MW,6C0KWmCdqrLU2LzzWBPbOy
0huZE9wmBcEGDW7AbbFXWG,6C0KWmCdqrLU2LzzWBPbOy
5cnMANIwccG5EV85TEHINF,6C0KWmCdqrLU2LzzWBPbOy
7D3MDPUFTG0BG88Wsp4VN7,6C0KWmCdqrLU2LzzWBPbOy
7D3MDPUFTG0BG88Wsp4VN7,0wr85NuJuAYZsRzP1lJgiV
7D3MDPUFTG0BG88Wsp4VN7,6qJ61DomA73g7jQEKESw9Z
7F2eIYXZE5ppeM1enuiro1,6C0KWmCdqrLU2LzzWBPbOy
7F2eIYXZE5ppeM1enuiro1,0wr85NuJuAYZsRzP1lJgiV
7F2eIYXZE5ppeM1enuiro1,7fMJN4fdEwmFWd8uz5pnKx
0n3KQcsnGUkWQlEar34UsN,6C0KWmCdqrLU2LzzWBPbOy
6Dv7cvkAEs5c2qr2GIHSel,6C0KWmCdqrLU2LzzWBPbOy
4vK1EOss3LRhrpRxuoaknR,6C0KWmCdqrLU2LzzWBPbOy
4vK1EOss3LRhrpRxuoaknR,0wr85NuJuAYZsRzP1lJgiV
4vK1EOss3LRhrpRxuoaknR,7fMJN4fdEwmFWd8uz5pnKx
3R6jHuNRNZRgLXzXzCG58u,6C0KWmCdqrLU2LzzWBPbOy
3R6jHuNRNZRgLXzXzCG58u,0wr85NuJuAYZsRzP1lJgiV
3R6jHuNRNZRgLXzXzCG58u,7fMJN4fdEwmFWd8uz5pnKx
2r0NZHrN7inSyUQ6oc0RkI,6C0KWmCdqrLU2LzzWBPbOy
2r0NZHrN7inSyUQ6oc0RkI,0wr85NuJuAYZsRzP1lJgiV
2r0NZHrN7inSyUQ6oc0RkI,7fMJN4fdEwmFWd8uz5pnKx
1qyW261EOImSvGltVtRZF9,6C0KWmCdqrLU2LzzWBPbOy
1qyW261EOImSvGltVtRZF9,0wr85NuJuAYZsRzP1lJgiV
1qyW261EOImSvGltVtRZF9,7fMJN4fdEwmFWd8uz5pnKx
1gvUHDIHEk6bn6l1YihKK7,6C0KWmCdqrLU2LzzWBPbOy
1gvUHDIHEk6bn6l1YihKK7,0wr85NuJuAYZsRzP1lJgiV
1gvUHDIHEk6bn6l1YihKK7,7fMJN4fdEwmFWd8uz5pnKx
53rGZVmBcMm4zliCDDoS6E,6C0KWmCdqrLU2LzzWBPbOy
53rGZVmBcMm4zliCDDoS6E,0wr85NuJuAYZsRzP1lJgiV
53rGZVmBcMm4zliCDDoS6E,7fMJN4fdEwmFWd8uz5pnKx
6rY5AfHnVSjSsBdkUHKn8T,6C0KWmCdqrLU2LzzWBPbOy
30pa3iWibxFCjrOr0PH6Df,6C0KWmCdqrLU2LzzWBPbOy
30pa3iWibxFCjrOr0PH6Df,0wr85NuJuAYZsRzP1lJgiV
6zo2Njsyen3mnMIq23uAXk,6C0KWmCdqrLU2LzzWBPbOy
2niLHI0CGgmRKcqjM9xcfw,6C0KWmCdqrLU2LzzWBPbOy
5RObwadtQHZO6mxpRzKZog,6C0KWmCdqrLU2LzzWBPbOy
5KIFqHJnpUyPCsb0VfbPtA,6C0KWmCdqrLU2LzzWBPbOy
1E1yzpoeZz3hjqkdLd372g,6C0KWmCdqrLU2LzzWBPbOy
1E1yzpoeZz3hjqkdLd372g,7BOCr0c0FIYAUjmRpiwjBV
